Precinct,Contest Name,Candidate Name,Votes
"Toledo 3K","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","120"
"Toledo 3K","Appeals Crt Judge 2-9-19","Gene A. Zmuda","153"
"Toledo 3K","State Senator Dist 11","Teresa Fedor","205"
"Toledo 3K","State Senator Dist 11","Ernest McCarthy","104"
"Toledo 3K","State Representative Dist 45","David Davenport","107"
"Toledo 3K","State Representative Dist 45","Lisa Sobecki","201"
"Toledo 3K","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","208"
"Toledo 3K","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","214"
"Toledo 3K","Judge Comm Pleas DR 1-3-19","David Lewandowski","207"
"Toledo 3K","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","93"
"Toledo 3K","Judge Comm Pleas GEN 1-4-19","Joe McNamara","176"
"Toledo 3K","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","211"
"Toledo 3K","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","203"
"Toledo 3K","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","216"
"Toledo 3K","County Commissioner","Gary L. Byers","148"
"Toledo 3K","County Commissioner","Sandy Spang","74"
"Toledo 3K","County Auditor","Anita Lopez","247"
"Toledo 3K","County Treasurer UNEX","Lori Brodie","127"
"Toledo 3K","County Treasurer UNEX","Lindsay M. Webb","187"
"Toledo 3K","State Board of Education 2nd District","Jeanine P. Donaldson","32"
"Toledo 3K","State Board of Education 2nd District","Charles Froehlich","22"
"Toledo 3K","State Board of Education 2nd District","Kirsten Hill","33"
"Toledo 3K","State Board of Education 2nd District","W. Roger Knight","14"
"Toledo 3K","State Board of Education 2nd District","Sue Larimer","32"
"Toledo 3K","State Board of Education 2nd District","Vicki Donovan Lyle","28"
"Toledo 3K","State Board of Education 2nd District","Annette Dudek Shine","55"
"Toledo 3K","1. State Issue Proposed Const. Amendment","YES","158"
"Toledo 3K","1. State Issue Proposed Const. Amendment","NO","163"
"Toledo 3K","3. Washington LSD 4.9 mills Additional","FOR THE TAX LEVY","176"
"Toledo 3K","3. Washington LSD 4.9 mills Additional","AGAINST THE TAX LEVY","138"
"Toledo 3K","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","233"
"Toledo 3K","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","84"
"Toledo 3K","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","109"
"Toledo 3K","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","201"
"Toledo 3K","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","238"
"Toledo 3K","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","77"
"Toledo 3K","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","212"
"Toledo 3K","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","94"
"Toledo 3K","15. City of Toledo Regional Water Charter Amendment","YES","207"
"Toledo 3K","15. City of Toledo Regional Water Charter Amendment","NO","93"
"Toledo 3L","Governor / Lt. Governor","Cordray/Sutton","241"
"Toledo 3L","Governor / Lt. Governor","DeWine/Husted","152"
"Toledo 3L","Governor / Lt. Governor","Gadell-Newton/Joseph","3"
"Toledo 3L","Governor / Lt. Governor","Irvine/Grayson","18"
"Toledo 3L","Governor / Lt. Governor","Write-in","0"
"Toledo 3L","Governor / Lt. Governor","Ayres/Durgans","0"
"Toledo 3L","Governor / Lt. Governor","Duncan/Artino","0"
"Toledo 3L","Governor / Lt. Governor","Turner/Colton","0"
"Toledo 3L","Attorney General","Steve Dettelbach","231"
"Toledo 3L","Attorney General","Dave Yost","170"
"Toledo 3L","Auditor of State","Robert C. Coogan","24"
"Toledo 3L","Auditor of State","Keith Faber","161"
"Toledo 3L","Auditor of State","Zack Space","212"
"Toledo 3L","Secretary of State","Kathleen Clyde","216"
"Toledo 3L","Secretary of State","Frank LaRose","165"
"Toledo 3L","Secretary of State","Dustin R. Nanna","13"
"Toledo 3L","Secretary of State","Write-in","0"
"Toledo 3L","Secretary of State","Michael W. Bradley","0"
"Toledo 3L","Treasurer of State","Rob Richardson","215"
"Toledo 3L","Treasurer of State","Robert Sprague","184"
"Toledo 3L","U.S. Senator","Sherrod Brown","273"
"Toledo 3L","U.S. Senator","Jim Renacci","139"
"Toledo 3L","U.S. Senator","Write-in","0"
"Toledo 3L","U.S. Senator","Stephen Faris","0"
"Toledo 3L","U.S. Representative Dist 9","Marcy Kaptur","279"
"Toledo 3L","U.S. Representative Dist 9","Steven W. Kraus","134"
"Toledo 3L","U.S. Representative Dist 9","Write-in","0"
"Toledo 3L","U.S. Representative Dist 9","McKenzie Levindofske","0"
"Toledo 3L","Sup Crt Justice 1-1-19","Craig Baldwin","74"
"Toledo 3L","Sup Crt Justice 1-1-19","Michael P. Donnelly","251"
"Toledo 3L","Sup Crt Justice 1-2-19","Mary DeGenaro","128"
"Toledo 3L","Sup Crt Justice 1-2-19","Melody J. Stewart","179"
"Toledo 3L","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","99"
"Toledo 3L","Appeals Crt Judge 2-9-19","Gene A. Zmuda","264"
"Toledo 3L","State Senator Dist 11","Teresa Fedor","248"
"Toledo 3L","State Senator Dist 11","Ernest McCarthy","150"
"Toledo 3L","State Representative Dist 45","David Davenport","156"
"Toledo 3L","State Representative Dist 45","Lisa Sobecki","240"
"Toledo 3L","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","268"
"Toledo 3L","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","284"
"Toledo 3L","Judge Comm Pleas DR 1-3-19","David Lewandowski","277"
"Toledo 3L","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","129"
"Toledo 3L","Judge Comm Pleas GEN 1-4-19","Joe McNamara","224"
"Toledo 3L","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","268"
"Toledo 3L","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","255"
"Toledo 3L","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","278"
"Toledo 3L","County Commissioner","Gary L. Byers","174"
"Toledo 3L","County Commissioner","Sandy Spang","104"
"Toledo 3L","County Auditor","Anita Lopez","304"
"Toledo 3L","County Treasurer UNEX","Lori Brodie","168"
"Toledo 3L","County Treasurer UNEX","Lindsay M. Webb","232"
"Toledo 3L","State Board of Education 2nd District","Jeanine P. Donaldson","35"
"Toledo 3L","State Board of Education 2nd District","Charles Froehlich","32"
"Toledo 3L","State Board of Education 2nd District","Kirsten Hill","40"
"Toledo 3L","State Board of Education 2nd District","W. Roger Knight","16"
"Toledo 3L","State Board of Education 2nd District","Sue Larimer","33"
"Toledo 3L","State Board of Education 2nd District","Vicki Donovan Lyle","30"
"Toledo 3L","State Board of Education 2nd District","Annette Dudek Shine","87"
"Toledo 3L","1. State Issue Proposed Const. Amendment","YES","163"
"Toledo 3L","1. State Issue Proposed Const. Amendment","NO","249"
"Toledo 3L","3. Washington LSD 4.9 mills Additional","FOR THE TAX LEVY","86"
"Toledo 3L","3. Washington LSD 4.9 mills Additional","AGAINST THE TAX LEVY","104"
"Toledo 3L","5. Toledo CSD 6.67 mills Renewal","FOR THE TAX LEVY","116"
"Toledo 3L","5. Toledo CSD 6.67 mills Renewal","AGAINST THE TAX LEVY","99"
"Toledo 3L","6. Toledo CSD Renewal 5.8 mills","FOR THE TAX LEVY","125"
"Toledo 3L","6. Toledo CSD Renewal 5.8 mills","AGAINST THE TAX LEVY","94"
"Toledo 3L","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","263"
"Toledo 3L","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","141"
"Toledo 3L","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","71"
"Toledo 3L","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","337"
"Toledo 3L","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","252"
"Toledo 3L","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","154"
"Toledo 3L","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","228"
"Toledo 3L","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","174"
"Toledo 3L","15. City of Toledo Regional Water Charter Amendment","YES","250"
"Toledo 3L","15. City of Toledo Regional Water Charter Amendment","NO","154"
"Toledo 4A","Governor / Lt. Governor","Cordray/Sutton","213"
"Toledo 4A","Governor / Lt. Governor","DeWine/Husted","36"
"Toledo 4A","Governor / Lt. Governor","Gadell-Newton/Joseph","5"
"Toledo 4A","Governor / Lt. Governor","Irvine/Grayson","2"
"Toledo 4A","Governor / Lt. Governor","Write-in","0"
"Toledo 4A","Governor / Lt. Governor","Ayres/Durgans","0"
"Toledo 4A","Governor / Lt. Governor","Duncan/Artino","0"
"Toledo 4A","Governor / Lt. Governor","Turner/Colton","0"
"Toledo 4A","Attorney General","Steve Dettelbach","226"
"Toledo 4A","Attorney General","Dave Yost","26"
"Toledo 4A","Auditor of State","Robert C. Coogan","5"
"Toledo 4A","Auditor of State","Keith Faber","31"
"Toledo 4A","Auditor of State","Zack Space","219"
"Toledo 4A","Secretary of State","Kathleen Clyde","216"
"Toledo 4A","Secretary of State","Frank LaRose","31"
"Toledo 4A","Secretary of State","Dustin R. Nanna","2"
"Toledo 4A","Secretary of State","Write-in","0"
"Toledo 4A","Secretary of State","Michael W. Bradley","0"
"Toledo 4A","Treasurer of State","Rob Richardson","223"
"Toledo 4A","Treasurer of State","Robert Sprague","28"
"Toledo 4A","U.S. Senator","Sherrod Brown","233"
"Toledo 4A","U.S. Senator","Jim Renacci","22"
"Toledo 4A","U.S. Senator","Write-in","0"
"Toledo 4A","U.S. Senator","Stephen Faris","0"
"Toledo 4A","U.S. Representative Dist 9","Marcy Kaptur","235"
"Toledo 4A","U.S. Representative Dist 9","Steven W. Kraus","20"
"Toledo 4A","U.S. Representative Dist 9","Write-in","0"
"Toledo 4A","U.S. Representative Dist 9","McKenzie Levindofske","0"
"Toledo 4A","Sup Crt Justice 1-1-19","Craig Baldwin","59"
"Toledo 4A","Sup Crt Justice 1-1-19","Michael P. Donnelly","147"
"Toledo 4A","Sup Crt Justice 1-2-19","Mary DeGenaro","65"
"Toledo 4A","Sup Crt Justice 1-2-19","Melody J. Stewart","148"
"Toledo 4A","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","99"
"Toledo 4A","Appeals Crt Judge 2-9-19","Gene A. Zmuda","124"
"Toledo 4A","State Senator Dist 11","Teresa Fedor","231"
"Toledo 4A","State Senator Dist 11","Ernest McCarthy","22"
"Toledo 4A","State Representative Dist 44","Paula Hicks-Hudson","227"
"Toledo 4A","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","172"
"Toledo 4A","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","185"
"Toledo 4A","Judge Comm Pleas DR 1-3-19","David Lewandowski","152"
"Toledo 4A","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","69"
"Toledo 4A","Judge Comm Pleas GEN 1-4-19","Joe McNamara","141"
"Toledo 4A","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","157"
"Toledo 4A","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","140"
"Toledo 4A","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","183"
"Toledo 4A","County Commissioner","Gary L. Byers","202"
"Toledo 4A","County Commissioner","Sandy Spang","30"
"Toledo 4A","County Auditor","Anita Lopez","230"
"Toledo 4A","County Treasurer UNEX","Lori Brodie","28"
"Toledo 4A","County Treasurer UNEX","Lindsay M. Webb","224"
"Toledo 4A","State Board of Education 2nd District","Jeanine P. Donaldson","46"
"Toledo 4A","State Board of Education 2nd District","Charles Froehlich","5"
"Toledo 4A","State Board of Education 2nd District","Kirsten Hill","42"
"Toledo 4A","State Board of Education 2nd District","W. Roger Knight","18"
"Toledo 4A","State Board of Education 2nd District","Sue Larimer","15"
"Toledo 4A","State Board of Education 2nd District","Vicki Donovan Lyle","15"
"Toledo 4A","State Board of Education 2nd District","Annette Dudek Shine","45"
"Toledo 4A","1. State Issue Proposed Const. Amendment","YES","194"
"Toledo 4A","1. State Issue Proposed Const. Amendment","NO","58"
"Toledo 4A","5. Toledo CSD 6.67 mills Renewal","FOR THE TAX LEVY","188"
"Toledo 4A","5. Toledo CSD 6.67 mills Renewal","AGAINST THE TAX LEVY","65"
"Toledo 4A","6. Toledo CSD Renewal 5.8 mills","FOR THE TAX LEVY","187"
"Toledo 4A","6. Toledo CSD Renewal 5.8 mills","AGAINST THE TAX LEVY","64"
"Toledo 4A","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","186"
"Toledo 4A","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","60"
"Toledo 4A","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","147"
"Toledo 4A","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","101"
"Toledo 4A","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","191"
"Toledo 4A","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","61"
"Toledo 4A","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","170"
"Toledo 4A","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","72"
"Toledo 4A","15. City of Toledo Regional Water Charter Amendment","YES","193"
"Toledo 4A","15. City of Toledo Regional Water Charter Amendment","NO","60"
"Toledo 4B","Governor / Lt. Governor","Cordray/Sutton","248"
"Toledo 4B","Governor / Lt. Governor","DeWine/Husted","51"
"Toledo 4B","Governor / Lt. Governor","Gadell-Newton/Joseph","7"
"Toledo 4B","Governor / Lt. Governor","Irvine/Grayson","5"
"Toledo 4B","Governor / Lt. Governor","Write-in","0"
"Toledo 4B","Governor / Lt. Governor","Ayres/Durgans","0"
"Toledo 4B","Governor / Lt. Governor","Duncan/Artino","0"
"Toledo 4B","Governor / Lt. Governor","Turner/Colton","0"
"Toledo 4B","Attorney General","Steve Dettelbach","259"
"Toledo 4B","Attorney General","Dave Yost","47"
"Toledo 4B","Auditor of State","Robert C. Coogan","11"
"Toledo 4B","Auditor of State","Keith Faber","44"
"Toledo 4B","Auditor of State","Zack Space","247"
"Toledo 4B","Secretary of State","Kathleen Clyde","248"
"Toledo 4B","Secretary of State","Frank LaRose","48"
"Toledo 4B","Secretary of State","Dustin R. Nanna","8"
"Toledo 4B","Secretary of State","Write-in","0"
"Toledo 4B","Secretary of State","Michael W. Bradley","0"
"Toledo 4B","Treasurer of State","Rob Richardson","252"
"Toledo 4B","Treasurer of State","Robert Sprague","55"
"Toledo 4B","U.S. Senator","Sherrod Brown","272"
"Toledo 4B","U.S. Senator","Jim Renacci","36"
"Toledo 4B","U.S. Senator","Write-in","0"
"Toledo 4B","U.S. Senator","Stephen Faris","0"
"Toledo 4B","U.S. Representative Dist 9","Marcy Kaptur","272"
"Toledo 4B","U.S. Representative Dist 9","Steven W. Kraus","35"
"Toledo 4B","U.S. Representative Dist 9","Write-in","1"
"Toledo 4B","U.S. Representative Dist 9","McKenzie Levindofske","0"
"Toledo 4B","Sup Crt Justice 1-1-19","Craig Baldwin","61"
"Toledo 4B","Sup Crt Justice 1-1-19","Michael P. Donnelly","210"
"Toledo 4B","Sup Crt Justice 1-2-19","Mary DeGenaro","79"
"Toledo 4B","Sup Crt Justice 1-2-19","Melody J. Stewart","185"
"Toledo 4B","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","136"
"Toledo 4B","Appeals Crt Judge 2-9-19","Gene A. Zmuda","144"
"Toledo 4B","State Senator Dist 11","Teresa Fedor","265"
"Toledo 4B","State Senator Dist 11","Ernest McCarthy","46"
"Toledo 4B","State Representative Dist 44","Paula Hicks-Hudson","267"
"Toledo 4B","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","221"
"Toledo 4B","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","224"
"Toledo 4B","Judge Comm Pleas DR 1-3-19","David Lewandowski","184"
"Toledo 4B","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","67"
"Toledo 4B","Judge Comm Pleas GEN 1-4-19","Joe McNamara","193"
"Toledo 4B","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","212"
"Toledo 4B","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","173"
"Toledo 4B","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","226"
"Toledo 4B","County Commissioner","Gary L. Byers","230"
"Toledo 4B","County Commissioner","Sandy Spang","46"
"Toledo 4B","County Auditor","Anita Lopez","275"
"Toledo 4B","County Treasurer UNEX","Lori Brodie","51"
"Toledo 4B","County Treasurer UNEX","Lindsay M. Webb","252"
"Toledo 4B","State Board of Education 2nd District","Jeanine P. Donaldson","36"
"Toledo 4B","State Board of Education 2nd District","Charles Froehlich","19"
"Toledo 4B","State Board of Education 2nd District","Kirsten Hill","40"
"Toledo 4B","State Board of Education 2nd District","W. Roger Knight","19"
"Toledo 4B","State Board of Education 2nd District","Sue Larimer","21"
"Toledo 4B","State Board of Education 2nd District","Vicki Donovan Lyle","15"
"Toledo 4B","State Board of Education 2nd District","Annette Dudek Shine","85"
"Toledo 4B","1. State Issue Proposed Const. Amendment","YES","177"
"Toledo 4B","1. State Issue Proposed Const. Amendment","NO","123"
"Toledo 4B","5. Toledo CSD 6.67 mills Renewal","FOR THE TAX LEVY","200"
"Toledo 4B","5. Toledo CSD 6.67 mills Renewal","AGAINST THE TAX LEVY","98"
"Toledo 4B","6. Toledo CSD Renewal 5.8 mills","FOR THE TAX LEVY","203"
"Toledo 4B","6. Toledo CSD Renewal 5.8 mills","AGAINST THE TAX LEVY","96"
"Toledo 4B","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","208"
"Toledo 4B","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","85"
"Toledo 4B","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","127"
"Toledo 4B","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","168"
"Toledo 4B","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","223"
"Toledo 4B","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","74"
"Toledo 4B","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","189"
"Toledo 4B","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","95"
"Toledo 4B","15. City of Toledo Regional Water Charter Amendment","YES","204"
"Toledo 4B","15. City of Toledo Regional Water Charter Amendment","NO","87"
"Toledo 4C","Governor / Lt. Governor","Cordray/Sutton","181"
"Toledo 4C","Governor / Lt. Governor","DeWine/Husted","27"
"Toledo 4C","Governor / Lt. Governor","Gadell-Newton/Joseph","4"
"Toledo 4C","Governor / Lt. Governor","Irvine/Grayson","4"
"Toledo 4C","Governor / Lt. Governor","Write-in","0"
"Toledo 4C","Governor / Lt. Governor","Ayres/Durgans","0"
"Toledo 4C","Governor / Lt. Governor","Duncan/Artino","0"
"Toledo 4C","Governor / Lt. Governor","Turner/Colton","0"
"Toledo 4C","Attorney General","Steve Dettelbach","179"
"Toledo 4C","Attorney General","Dave Yost","29"
"Toledo 4C","Auditor of State","Robert C. Coogan","11"
"Toledo 4C","Auditor of State","Keith Faber","24"
"Toledo 4C","Auditor of State","Zack Space","176"
"Toledo 4C","Secretary of State","Kathleen Clyde","181"
"Toledo 4C","Secretary of State","Frank LaRose","26"
"Toledo 4C","Secretary of State","Dustin R. Nanna","3"
"Toledo 4C","Secretary of State","Write-in","0"
"Toledo 4C","Secretary of State","Michael W. Bradley","0"
"Toledo 4C","Treasurer of State","Rob Richardson","179"
"Toledo 4C","Treasurer of State","Robert Sprague","28"
"Toledo 4C","U.S. Senator","Sherrod Brown","190"
"Toledo 4C","U.S. Senator","Jim Renacci","23"
"Toledo 4C","U.S. Senator","Write-in","2"
"Toledo 4C","U.S. Senator","Stephen Faris","0"
"Toledo 4C","U.S. Representative Dist 9","Marcy Kaptur","189"
"Toledo 4C","U.S. Representative Dist 9","Steven W. Kraus","26"
"Toledo 4C","U.S. Representative Dist 9","Write-in","1"
"Toledo 4C","U.S. Representative Dist 9","McKenzie Levindofske","0"
"Toledo 4C","Sup Crt Justice 1-1-19","Craig Baldwin","42"
"Toledo 4C","Sup Crt Justice 1-1-19","Michael P. Donnelly","140"
"Toledo 4C","Sup Crt Justice 1-2-19","Mary DeGenaro","70"
